URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
https://climatepub4kg.github.io/ontology#added_from_paper_id,added_from_paper_id,,NodeProperty,,Ocean_Circulation,
https://climatepub4kg.github.io/ontology#cf_standard_name,cf_standard_name,,NodeProperty,,Variable,
https://climatepub4kg.github.io/ontology#experiment_title,experiment_title,,NodeProperty,,Experiment,
https://climatepub4kg.github.io/ontology#id,id,,NodeProperty,,Paper,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Activity,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,City,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Continent,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Country,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Country_Subdivision,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Domain,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Ensemble,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Experiment,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,ExperimentFamily,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Field,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Forcing,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Frequency,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,GridLabel,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Innovation,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Institute,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Instrument,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Keyword,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Member,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Method,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Metric,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,MIPEra,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Model,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Natural_Hazard,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,NaturalHazardType,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,No_Country_Region,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,ObservationalDataset,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Ocean_Circulation,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Paper,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,PhysicalFeature,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,PhysicalScheme,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Platform,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Problem,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Project,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,RCM,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Realm,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Resolution,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Result,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,SimulationType,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Source,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,SourceComponent,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,SourceType,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,SubExperiment,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Task,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Teleconnection,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Variable,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Water_Bodies,
https://climatepub4kg.github.io/ontology#name,name,,NodeProperty,,Weather_Event,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Field,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Innovation,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Method,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Model,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Problem,
https://climatepub4kg.github.io/ontology#paper_id,paper_id,,NodeProperty,,Task,
https://climatepub4kg.github.io/ontology#title,title,,NodeProperty,,Paper,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Activity,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,City,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Continent,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Country,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Country_Subdivision,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Domain,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Ensemble,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Experiment,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,ExperimentFamily,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Field,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Forcing,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Frequency,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,GridLabel,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Innovation,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Institute,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Instrument,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Keyword,
