URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://schemas.scales-okn.org/rdf/scales#hasIdbD2toffcd2,has Idb D2toffcd2,The four digit D2 offense code associated with TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbD2toffcd3,has Idb D2toffcd3,The four digit D2 offense code associated with TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbD2toffcd4,has Idb D2toffcd4,The four digit D2 offense code associated with TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbD2toffcd5,has Idb D2toffcd5,The four digit D2 offense code associated with TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDef,has Idb Def,A unique number assigned to each defendant in a case which can be modified by the court.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDeflgky,has Idb Deflgky,"A concatenation of district, office, docket number, case type, defendant number, and reopen sequence number.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDefno,has Idb Defno,A unique number assigned to each defendant in a case which cannot be modified by the court.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDemanded,has Idb Demanded,The monetary amount sought by plaintiff (in thousands).,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp,has Idb Disp,The manner in which the case was disposed of.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp1,has Idb Disp1,The code indicating the nature or type of disposition associated with TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp2,has Idb Disp2,The code indicating the nature or type of disposition associated with TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp3,has Idb Disp3,The code indicating the nature or type of disposition associated with TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp4,has Idb Disp4,The code indicating the nature or type of disposition associated with TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDisp5,has Idb Disp5,The code indicating the nature or type of disposition associated with TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDispdate,has Idb Dispdate,The date upon which judicial proceedings before the court concluded.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDistrict,has Idb District,The code of the federal judicial district where the case was located.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDjoined,has Idb Djoined,This term is defined in the IDB documentation as 'Data rarely entered in the past; this field is no longer being used.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbDocket,has Idb Docket,Docket number assigned by the district to the case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFcounsel,has Idb Fcounsel,A code indicating the type of legal counsel assigned to a defendant.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFdateuse,has Idb Fdateuse,This field is used to identify cases within a given statistical or fiscal year of filing as counted by the AO in published reports.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFgenddate,has Idb Fgenddate,The date upon which a fugitive defendant was taken into custody.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFgstrtdate,has Idb Fgstrtdate,The date upon which a defendant became a fugitive.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFiledate,has Idb Filedate,The date when a case was first docketed in the district court.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFineamt1,has Idb Fineamt1,The fine imposed upon the defendant at sentencing under TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFineamt2,has Idb Fineamt2,The fine imposed upon the defendant at sentencing under TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFineamt3,has Idb Fineamt3,The fine imposed upon the defendant at sentencing under TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFineamt4,has Idb Fineamt4,The fine imposed upon the defendant at sentencing under TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFineamt5,has Idb Fineamt5,The fine imposed upon the defendant at sentencing under TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFinetot,has Idb Finetot,The total fine imposed at sentencing for all offenses of which the defendant was convicted and a fine was imposed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFiscalyr,has Idb Fiscalyr,The fiscal year of the data file obtained from the AOUSC.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFoffcd1,has Idb Foffcd1,The four digit AO offense code associated with FTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFoffcd2,has Idb Foffcd2,The four digit AO offense code associated with FTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFoffcd3,has Idb Foffcd3,The four digit AO offense code associated with FTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFoffcd4,has Idb Foffcd4,The four digit AO offense code associated with FTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFoffcd5,has Idb Foffcd5,The four digit AO offense code associated with FTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFofflvl1,has Idb Fofflvl1,A code indicating the level of offense associated with FTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFofflvl2,has Idb Fofflvl2,A code indicating the level of offense associated with FTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFofflvl3,has Idb Fofflvl3,A code indicating the level of offense associated with FTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFofflvl4,has Idb Fofflvl4,A code indicating the level of offense associated with FTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFofflvl5,has Idb Fofflvl5,A code indicating the level of offense associated with FTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFsev1,has Idb Fsev1,A code indicating the severity associated with FTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFsev2,has Idb Fsev2,A code indicating the severity associated with FTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFsev3,has Idb Fsev3,A code indicating the severity associated with FTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFsev4,has Idb Fsev4,A code indicating the severity associated with FTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFsev5,has Idb Fsev5,A code indicating the severity associated with FTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFtitle1,has Idb Ftitle1,The title and section of the U.S. Code applicable to the offense committed which carried the highest severity.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFtitle2,has Idb Ftitle2,The title and section of the U.S. Code applicable to the offense committed which carried the second highest severity.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFtitle3,has Idb Ftitle3,The title and section of the U.S. Code applicable to the offense committed which carried the third highest severity.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFtitle4,has Idb Ftitle4,The title and section of the U.S. Code applicable to the offense committed which carried the fourth highest severity.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFtitle5,has Idb Ftitle5,The title and section of the U.S. Code applicable to the offense committed which carried the fifth highest severity.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbFugstat,has Idb Fugstat,A code indicating the fugitive status of a defendant.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbIfp,has Idb Ifp,In forma pauperis code.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbInt1,has Idb Int1,The number of days from the earlier of filing date or first appearance date to proceeding date.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbInt2,has Idb Int2,The number of days from proceeding date to disposition date.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbInt3,has Idb Int3,The number of days from disposition date to sentencing date.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbIs_stub,has Idb Is stub,Indicates whether the case is a stub (placeholder) record in the Federal Judicial Center Integrated Database (IDB).,Predicate,,,
http://schemas.scales-okn.org/rdf/scales#hasIdbJudgment,has Idb Judgment,Indicates the party in whose favor the case was disposed of by entry of a final judgment.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbJuris,has Idb Juris,The code which provides the basis for the US district court jurisdiction in the case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbJury,has Idb Jury,Indicates the party or parties demanding a jury trial.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbLoaddate,has Idb Loaddate,The date the record was loaded into the AOUSC’s NewSTATS database.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbMagdef,has Idb Magdef,A unique number assigned to each defendant in a magistrate case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbMagdock,has Idb Magdock,The docket number originally given to a case assigned to a magistrate judge and subsequently merged into a criminal case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbMdldock,has Idb Mdldock,A 4-digit multi district litigation docket number.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbNoj,has Idb Noj,"For cases disposed of by an entry of a final judgment, indicates the nature of the judgment.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbNos,has Idb Nos,A 3 digit statistical code representing the nature of the action filed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbOffice,has Idb Office,The code of the district office where the case was located.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbOrigin,has Idb Origin,A single digit code describing the manner in which the case was filed in the district.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPlt,has Idb Plt,First listed plaintiff.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPretrial,has Idb Pretrial,This term is defined in the IDB documentation as 'Data rarely entered in the past; this field is no longer being used.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPriscd1,has Idb Priscd1,A code indicating whether the prison sentence associated with TTITLE1 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPriscd2,has Idb Priscd2,A code indicating whether the prison sentence associated with TTITLE2 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPriscd3,has Idb Priscd3,A code indicating whether the prison sentence associated with TTITLE3 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPriscd4,has Idb Priscd4,A code indicating whether the prison sentence associated with TTITLE4 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPriscd5,has Idb Priscd5,A code indicating whether the prison sentence associated with TTITLE5 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristim1,has Idb Pristim1,The number of months a defendant was sentenced to prison under TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristim2,has Idb Pristim2,The number of months a defendant was sentenced to prison under TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristim3,has Idb Pristim3,The number of months a defendant was sentenced to prison under TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristim4,has Idb Pristim4,The number of months a defendant was sentenced to prison under TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristim5,has Idb Pristim5,The number of months a defendant was sentenced to prison under TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbPristot,has Idb Pristot,The total prison time for all offenses of which the defendant was convicted and prison time was imposed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbcd1,has Idb Probcd1,A code indicating whether the probation sentence associated with TTITLE1 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbcd2,has Idb Probcd2,A code indicating whether the probation sentence associated with TTITLE2 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbcd3,has Idb Probcd3,A code indicating whether the probation sentence associated with TTITLE3 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbcd4,has Idb Probcd4,A code indicating whether the probation sentence associated with TTITLE4 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbcd5,has Idb Probcd5,A code indicating whether the probation sentence associated with TTITLE5 was concurrent or consecutive in relation to the other counts in the indictment or information or multiple counts of the same charge.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbmon1,has Idb Probmon1,1 The number of months of probation imposed upon a defendant under TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbmon2,has Idb Probmon2,2 The number of months of probation imposed upon a defendant under TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbmon3,has Idb Probmon3,3 The number of months of probation imposed upon a defendant under TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbmon4,has Idb Probmon4,4 The number of months of probation imposed upon a defendant under TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbmon5,has Idb Probmon5,5 The number of months of probation imposed upon a defendant under TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProbtot,has Idb Probtot,The total probation time for all offenses of which the defendant was convicted and probation was imposed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProccd,has Idb Proccd,A code used to identify the nature of the proceeding.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProcdate,has Idb Procdate,"The date upon which proceedings in a case commenced on charges pending in the district court where the defendant appeared, or the date of the defendant’s felony-waiver of indictment.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProcprog,has Idb Procprog,The point to which the case had progressed when it was disposed of.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbProse,has Idb Prose,Pro se code.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbReopseq,has Idb Reopseq,A sequential number indicating whether a case is an original proceeding or a reopen.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbResidenc,has Idb Residenc,"For cases that involve diversity of citizenship for the plaintiff and defendant, indicates the citizenship of the plaintiff and defendant.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSection,has Idb Section,This term is defined in the IDB documentation as 'This field is optional.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSentdate,has Idb Sentdate,The date upon which the final sentence is recorded on the docket.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbStatuscd,has Idb Statuscd,The status of the defendant as assigned by the AOUSC.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSubsect,has Idb Subsect,This term is defined in the IDB documentation as 'This field is optional.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSupvrel1,has Idb Supvrel1,A period of supervised release imposed upon a defendant under TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSupvrel2,has Idb Supvrel2,A period of supervised release imposed upon a defendant under TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSupvrel3,has Idb Supvrel3,A period of supervised release imposed upon a defendant under TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSupvrel4,has Idb Supvrel4,A period of supervised release imposed upon a defendant under TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbSupvrel5,has Idb Supvrel5,A period of supervised release imposed upon a defendant under TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTapeyear,has Idb Tapeyear,Statistical year.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTcounsel,has Idb Tcounsel,A code indicating the type of legal counsel assigned to a defendant at the time the case was closed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTdateuse,has Idb Tdateuse,This field is used to identify cases within a given statistical or fiscal year of termination as counted by the AO in published reports.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTermdate,has Idb Termdate,The date upon which the case was closed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTermoff,has Idb Termoff,The code of the district office where the case was terminated.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTitl,has Idb Titl,This term is defined in the IDB documentation as 'This field is optional.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbToffcd1,has Idb Toffcd1,The four digit AO offense code associated with TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbToffcd2,has Idb Toffcd2,The four digit AO offense code associated with TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbToffcd3,has Idb Toffcd3,The four digit AO offense code associated with TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbToffcd4,has Idb Toffcd4,The four digit AO offense code associated with TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbToffcd5,has Idb Toffcd5,The four digit AO offense code associated with TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTofflvl1,has Idb Tofflvl1,A code indicating the level of offense associated with TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTofflvl2,has Idb Tofflvl2,A code indicating the level of offense associated with TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTofflvl3,has Idb Tofflvl3,A code indicating the level of offense associated with TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTofflvl4,has Idb Tofflvl4,A code indicating the level of offense associated with TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTofflvl5,has Idb Tofflvl5,A code indicating the level of offense associated with TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrandef,has Idb Trandef,The unique number originally assigned to a defendant by the district in which an intra- district transfer took place.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrandist,has Idb Trandist,The code of the judicial district in which an intra- district transfer took place.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrandock,has Idb Trandock,The docket number originally assigned by the district in which an intra-district transfer took place.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTranoff,has Idb Tranoff,The code of the district office from which an intra-district transfer took place.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTransdat,has Idb Transdat,The date when the papers were received in the receiving district for a transferred case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTransdoc,has Idb Transdoc,The docket number of the case in the losing district.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTransoff,has Idb Transoff,The office number of the district losing the case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTransorg,has Idb Transorg,The origin number of the case in the losing district.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrclact,has Idb Trclact,A code that indicates a case involving allegations of class action.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrialend,has Idb Trialend,This term is defined in the IDB documentation as 'Data rarely entered in the past; this field is no longer being used.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTribegan,has Idb Tribegan,This term is defined in the IDB documentation as 'Data rarely entered in the past; this field is no longer being used.',Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTrmarb,has Idb Trmarb,Termination arbitration code.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
